1335	29.88	1968.88
1368	1.7	3035.9
1423	12.1	14928.54
1458	28.36	24803.4
1644	82.3	29186.0
1842	157.78	34082.92
2413	250.26	33037.46
2920	478.62	33790.82
3185	480.58	29840.4
3210	264.04	27715.5
3492	110.02	32453.9
3666	177.18	29118.4
3775	227.58	30055.8
3801	97.72	28074.66
4019	119.48	35069.22
4077	126.4	25137.44
4621	147.14	34171.12
4978	346.72	32894.1
5221	443.46	31682.9
5501	304.78	31911.32
5993	375.1	30983.62
6116	373.9	27874.18
6376	249.64	32192.02
6404	147.44	30553.76
7015	262.78	32132.0
7215	327.1	31600.92
7496	373.08	32974.24
7832	313.2	33063.28
8222	421.18	32582.64
8604	465.22	32815.32
8831	372.72	31409.72
9020	285.52	32729.12
9780	357.94	32912.36
9805	407.36	27686.5
9831	131.56	28196.52
9863	25.76	29934.32
10092	33.3	32377.18
10434	260.3	27444.96
10459	241.6	27695.58
10490	24.04	29607.52
10745	62.22	32609.9
11072	258.68	28679.12
11654	356.88	32729.74
11679	313.96	29613.92
11857	258.8	30731.94
11882	63.04	23718.34
11908	14.84	27527.18
12455	80.02	34259.32
12490	288.02	30581.82
12589	271.68	30628.38
12774	91.2	32336.98
12979	156.64	31762.52
13012	194.52	31960.82
13598	355.82	30043.54
13805	397.24	31554.32
14261	266.2	30409.04
14294	194.96	25459.88
14515	96.42	31797.8
14947	270.9	31794.28
15336	307.18	32310.22
15369	272.84	29598.86
15495	212.0	30978.16
15546	130.78	30925.34
15572	66.92	25555.96
15597	16.46	23996.94
15622	12.42	23914.62
15858	46.0	30346.06
16071	156.56	39267.48
16615	290.78	45458.44
16861	427.64	45073.14
17015	523.72	42754.62
17232	382.52	25435.42
17466	750.74	36092.52
17930	581.26	35386.94
18057	343.98	29534.46
18110	133.98	26434.18
18135	103.08	33649.42
18418	133.62	35016.0
18709	209.2	28421.48
19067	487.48	28554.3
19283	407.82	10883.58
20016	202.54	5686.2
20212	37.22	5344.5
20360	14.74	4023.16
20392	4.42	4123.76
20525	11.8	3960.68
20905	77.4	7495.42
21355	162.82	7345.34
21736	148.9	6897.78
21882	14.1	1428.36
22376	11.68	1516.4
22510	11.9	1154.96
23381	67.38	2722.54
23797	17.5	2085.36
23837	1.44	1231.0
24054	3.52	2527.1
24137	4.36	3164.64
24444	45.32	4603.2
24814	34.68	4228.88
24847	7.16	1219.7
24995	3.56	3379.82
25382	28.22	4003.44
25615	19.44	5008.24
26133	109.52	5674.92
26417	67.34	5570.84
26450	12.34	3564.42
26644	32.28	5465.14
26878	10.92	5877.96
27260	65.9	6202.96
27291	4.26	4438.94
27466	31.94	6252.72
27984	140.42	10153.3
28193	114.02	7086.56
28417	68.3	7317.88
28997	3.44	1774.14
29355	6.9	1894.62
29586	9.3	1528.18
29700	2.44	1794.5
30696	118.84	3762.82
31456	194.76	5052.3
31914	49.88	1784.4
32138	3.94	1521.28
33069	40.34	1923.6
33779	1.5	665.06
34272	8.88	1068.82
34499	7.3	1596.1
35056	31.98	1650.98
35360	22.62	1902.82
35503	5.48	1235.84
35777	7.22	2204.98
35883	4.94	2087.78
36073	16.06	2868.34
36107	0.08	325.92
36144	0.26	470.96
36612	69.76	5445.76
36645	14.58	1134.98
37172	4.58	1020.48
38054	13.94	989.72
38378	17.78	1183.02
38902	2.84	1679.32
38975	0.94	1298.08
39047	2.92	1597.5
39335	10.84	2404.62
40187	61.98	3663.64
40496	23.84	1775.62
41514	27.46	1258.86
42138	5.4	1726.36
42660	24.78	1950.26
42787	8.58	2150.02
43313	24.5	2742.94
44257	21.88	1149.3
44717	5.86	1119.82
45470	11.74	1861.9
45695	0.82	639.28
46156	10.8	1230.76
47231	16.26	544.88
48011	8.42	765.28
49271	35.6	1424.48
49855	2.8	610.12
50189	2.44	1227.82
50557	5.8	1415.14
50814	2.84	1739.24
51274	8.04	1552.88
