ID1	0		0	0	500	nan	44
ID1	0		0	0	522	nan	44
ID1	1		0	0	525	0	44
ID1	1		0	0	525	0	624
ID1	1		0	0	541	0	44
ID1	2		0	0	544	0	580
ID1	2		0	0	544	0	1160
ID1	2		0	0	567	0	44
ID1	3		0	0	570	0	580
ID1	3		0	0	570	0	1160
ID1	3		0	0	570	0	1740
ID1	3		0	0	593	0	44
ID1	4		0	0	596	0	580
ID1	4		0	0	596	0	1160
ID1	4		0	0	596	0	1740
ID1	4		0	0	619	0	44
ID1	4		0	0	619	0	88
ID1	5		0	0	622	0	580
ID1	5		0	0	622	0	1160
ID1	5		0	0	622	0	1740
ID1	5		0	0	622	0	2320
ID1	5		0	0	622	0	2900
ID1	5		0	0	622	0	3480
ID1	5		0	0	638	0	44
ID1	7		0	0	641	0	580
ID1	7		0	0	641	0	1160
ID1	7		0	0	641	0	1740
ID1	6		0	0	764	0	44
ID1	6		0	0	764	0	88
ID1	6		0	0	764	0	132
ID1	8		0	0	767	0	580
ID1	8		0	0	767	0	1160
ID1	7		0	0	790	0	44
ID1	7		0	0	790	0	88
ID1	9		0	0	793	0	580
ID1	8		0	0	816	0	44
ID1	10		0	0	819	0	580
ID1	10		0	0	819	0	1160
ID1	9		0	0	835	0	44
ID1	9		0	0	835	0	88
ID1	11		0	0	838	0	580
ID1	11		0	0	838	0	1160
ID1	11		0	0	838	0	1740
ID1	10		0	0	854	0	44
ID1	10		0	0	854	0	88
ID1	10		0	0	854	0	132
ID1	12		0	0	857	0	580
ID1	12		0	0	857	0	1160
ID1	12		0	0	857	0	1740
ID1	12		0	0	857	0	2320
ID1	14		0	0	1057	0	580
ID1	11		0	0	1280	0	44
ID1	15		0	0	1283	0	580
ID1	15		0	0	1283	0	1160
ID1	12		0	0	1306	0	44
ID1	16		0	0	1309	0	580
ID1	16		0	0	1309	0	1160
ID1	13		0	0	1332	0	44
ID1	17		0	0	1335	0	580
ID1	17		0	0	1335	0	1160
ID1	14		0	0	1351	0	44
ID1	18		0	0	1354	0	580
ID1	18		0	0	1354	0	1160
ID1	18		0	0	1354	0	1740
ID1	15		0	0	1377	0	44
ID1	19		0	0	1380	0	580
ID1	19		0	0	1380	0	1160
ID1	16		0	0	1403	0	44
ID1	20		0	0	1406	0	580
ID1	20		0	0	1406	0	1160
ID1	17		0	0	1429	0	44
ID1	21		0	0	1432	0	580
ID1	21		0	0	1432	0	1160
ID1	21		0	0	1432	0	1740
ID1	18		0	0	1455	0	44
ID1	18		0	0	1455	0	88
ID1	22		0	0	1458	0	580
ID1	22		0	0	1458	0	1160
ID1	22		0	0	1458	0	1740
ID1	22		0	0	1458	0	2320
ID1	24		0	0	1658	0	580
ID1	19		0	0	1874	0	44
ID1	25		0	0	1877	0	580
ID1	25		0	0	1877	0	1160
ID1	20		0	0	1900	0	44
ID1	26		0	0	1903	0	580
ID1	26		0	0	1903	0	1160
ID1	21		0	0	1919	0	44
ID1	27		0	0	1922	0	580
ID1	27		0	0	1922	0	1160
ID1	22		0	0	1945	0	44
ID1	28		0	0	1948	0	580
ID1	28		0	0	1948	0	1160
ID1	28		0	0	1948	0	1740
ID1	23		0	0	1971	0	44
ID1	29		0	0	1974	0	580
ID1	29		0	0	1974	0	1160
ID1	24		0	0	1997	0	44
ID1	30		0	0	2000	0	580
ID1	30		0	0	2000	0	1160
ID1	25		0	0	2023	0	44
ID1	31		0	0	2026	0	580
ID1	31		0	0	2026	0	1160
ID1	31		0	0	2026	0	1740
