549		7.0.0.2		269.606		16.266		0		5		1980		0		1		0
599		7.0.0.2		388.983		19.1885		0		11		5940		0		3		0
650		7.0.0.2		470.83		18.4405		0		20		9900		0		5		0
700		7.0.0.2		470.83		18.4405		0		20		11880		0		6		0
750		7.0.0.2		470.83		18.4405		0		20		11880		0		6		0
800		7.0.0.2		287.765		34.8883		0		23		13860		0		7		0
850		7.0.0.2		289.524		32.3498		0		28		15840		0		8		0
900		7.0.0.2		313.612		30.141		0		32		19800		0		10		0
950		7.0.0.2		313.612		30.141		0		32		19800		0		10		0
1000		7.0.0.2		313.612		30.141		0		32		19800		0		10		0
1050		7.0.0.2		313.612		30.141		0		32		19800		0		10		0
1100		7.0.0.2		194.665		29.7871		0		33		21780		0		11		0
1150		7.0.0.2		194.665		29.7871		0		33		21780		0		11		0
1200		7.0.0.2		194.665		29.7871		0		33		21780		0		11		0
1250		7.0.0.2		194.665		29.7871		0		33		21780		0		11		0
1300		7.0.0.2		194.665		29.7871		0		35		23760		0		12		0
1350		7.0.0.2		163.598		27.6909		0		39		25740		0		13		0
1400		7.0.0.2		174.411		27.1125		0		44		29700		0		15		0
1450		7.0.0.2		184.259		26.4795		0		49		33660		0		17		0
1500		7.0.0.2		193.592		26.084		0		53		35640		0		18		0
1550		7.0.0.2		193.592		26.084		0		53		35640		0		18		0
1600		7.0.0.2		193.592		26.084		0		53		35640		0		18		0
1650		7.0.0.2		193.592		26.084		0		53		35640		0		18		0
1700		7.0.0.2		160.698		25.8016		0		54		35640		0		18		0
1750		7.0.0.2		160.698		25.8016		0		54		35640		0		18		0
1800		7.0.0.2		160.698		25.8016		0		54		35640		0		18		0
1850		7.0.0.2		160.698		25.8016		0		54		35640		0		18		0
1900		7.0.0.2		140.873		25.5855		0		56		37620		0		19		0
1950		7.0.0.2		149.067		24.9206		0		63		39600		0		20		0
2000		7.0.0.2		159.066		24.5522		0		65		43560		0		22		0
2050		7.0.0.2		168.384		24.2463		0		70		47520		0		24		0
2100		7.0.0.2		168.384		24.2463		0		74		51480		0		26		0
2150		7.0.0.2		168.384		24.2463		0		74		51480		0		26		0
2200		7.0.0.2		168.384		24.2463		0		74		51480		0		26		0
2250		7.0.0.2		168.384		24.2463		0		74		51480		0		26		0
2299		7.0.0.2		149.243		24.1912		0		75		53460		0		27		0
2349		7.0.0.2		149.243		24.1912		0		75		53460		0		27		0
2399		7.0.0.2		149.243		24.1912		0		75		53460		0		27		0
2449		7.0.0.2		149.243		24.1912		0		75		53460		0		27		0
2499		7.0.0.2		136.747		24.0863		0		77		55440		0		28		0
2549		7.0.0.2		139.463		23.988		0		81		59400		0		30		0
2599		7.0.0.2		149.867		23.3919		0		86		61380		0		31		0
2649		7.0.0.2		156.777		23.2307		0		91		65340		0		33		0
2699		7.0.0.2		163.698		22.7788		0		99		69300		0		35		0
2749		7.0.0.2		163.698		22.7788		0		99		69300		0		35		0
2799		7.0.0.2		163.698		22.7788		0		99		69300		0		35		0
2849		7.0.0.2		163.698		22.7788		0		99		69300		0		35		0
2899		7.0.0.2		163.698		22.7788		0		100		69300		0		35		0
2949		7.0.0.2		163.698		22.7788		0		100		69300		0		35		0
2999		7.0.0.2		144.355		23.9042		0		100		69300		0		35		0
3049		7.0.0.2		144.355		23.9042		0		100		69300		0		35		0
3099		7.0.0.2		144.355		23.9042		0		100		69300		0		35		0
3149		7.0.0.2		144.355		23.9042		0		100		69300		0		35		0
3199		7.0.0.2		144.355		23.9042		0		102		69300		0		35		0
3249		7.0.0.2		137.951		23.6		0		106		71280		0		36		0
3299		7.0.0.2		146.118		23.0934		0		111		73260		0		37		0
3349		7.0.0.2		151.387		22.9825		0		116		77220		0		39		0
3399		7.0.0.2		161.49		22.3698		0		127		79200		0		40		0
3449		7.0.0.2		161.49		22.3698		0		129		83160		0		42		0
3499		7.0.0.2		161.49		22.3698		0		129		83160		0		42		0
