0.645969		1
0.725558		2
0.805147		3
0.880112		4
0.88936		5
0.959701		6
0.968949		7
0.978197		8
1.03929		9
1.04854		10
1.05779		11
1.06703		12
1.11426		13
1.1235		14
1.13275		15
1.142		16
1.15125		17
1.1605		18
1.18922		19
1.19847		20
1.20772		21
1.21696		22
1.22621		23
1.23546		24
1.24471		25
1.25396		26
1.2632		27
1.27245		28
1.2817		29
1.29095		30
1.3002		31
1.30944		32
1.31869		33
1.32794		34
1.33719		35
1.34644		36
1.35568		37
1.36493		38
1.37418		39
1.38343		40
1.39268		41
1.40192		42
1.41117		43
1.42042		44
1.42967		45
1.43892		46
1.44816		47
1.45741		48
1.46666		49
1.47591		50
1.48516		51
1.4944		52
1.50365		53
1.5129		54
1.52215		55
1.5314		56
1.54064		57
1.54989		58
1.55914		59
1.56839		60
1.57764		61
1.58688		62
1.59613		63
1.60538		64
1.61463		65
1.62388		66
1.63312		67
1.64237		68
1.65162		69
1.66087		70
1.67012		71
1.67936		72
1.68861		73
1.69786		74
1.70711		75
1.71636		76
1.7256		77
1.73485		78
1.7441		79
1.75335		80
1.7626		81
1.77184		82
1.78109		83
1.79034		84
1.79959		85
1.80884		86
1.81808		87
1.82733		88
1.83658		89
1.84583		90
1.85508		91
1.86432		92
1.87357		93
1.88282		94
1.89207		95
1.90132		96
1.91056		97
1.91981		98
1.92906		99
1.93831		100
1.94756		101
1.9568		102
1.96605		103
1.9753		104
1.98455		105
1.9938		106
2.00304		107
2.01229		108
2.02154		109
2.03079		110
2.04004		111
2.04928		112
2.05853		113
2.06778		114
2.07703		115
2.08628		116
2.09552		117
2.10477		118
2.11402		119
2.12327		120
2.13252		121
2.14176		122
2.15101		123
2.16026		123
2.16951		123
2.17876		123
2.188		123
2.19725		123
2.2065		123
2.21575		123
2.225		123
2.23424		123
2.24349		123
2.25274		123
2.26199		123
2.27124		123
2.28048		123
2.28973		123
2.29898		123
2.30823		123
2.31748		123
2.32672		123
2.33597		123
2.34522		123
2.35447		123
2.36372		123
2.37296		123
2.38221		123
2.39146		123
2.40071		123
2.40996		123
2.4192		123
2.42845		123
2.4377		123
2.44695		123
2.4562		123
2.46544		123
2.47469		123
2.48394		123
2.49319		123
2.50244		123
2.51168		123
2.52093		123
2.53018		123
2.53943		123
2.54868		123
2.55792		123
2.56717		123
2.57642		123
2.58567		123
2.59492		123
2.60416		123
2.61341		123
2.62266		123
2.63191		123
2.64116		123
2.6504		123
2.65965		123
2.6689		123
2.67815		123
2.6874		123
2.69664		123
2.71052		0
3.25615		1
3.33574		2
3.41533		3
3.49029		4
3.49954		5
3.56988		6
3.57913		7
3.58838		8
3.64947		9
3.65872		10
3.66796		11
3.67721		12
3.72443		13
3.73368		14
3.74293		15
3.75218		16
3.76143		17
3.77067		18
3.7994		19
3.80865		20
3.81789		21
3.82714		22
3.83639		23
3.84564		24
3.85489		25
3.86413		26
3.87338		27
3.88263		28
3.89188		29
3.90113		30
3.91037		31
3.91962		32
3.92887		33
3.93812		34
3.94737		35
3.95661		36
3.96586		37
3.97511		38
3.98436		39
3.99361		40
4.00285		41
4.0121		42
4.02135		43
4.0306		44
4.03985		45
4.04909		46
4.05834		47
4.06759		48
4.07684		49
4.08609		50
4.09533		51
4.10458		52
4.11383		53
4.12308		54
4.13233		55
4.14157		56
4.15082		57
4.16007		58
4.16932		59
4.17857		60
4.18781		61
4.19706		62
4.20631		62
4.21556		62
4.22481		62
4.23405		62
4.2433		62
4.25255		62
4.2618		62
4.27105		62
4.28029		62
4.28954		62
4.29879		62
4.30804		62
4.31729		62
4.32653		62
4.33578		62
4.34503		62
4.35428		62
4.36353		62
4.37277		62
4.38202		62
4.39127		62
4.40052		62
4.40977		62
4.41901		62
4.42826		62
4.43751		62
4.44676		62
4.45601		62
4.46525		62
4.4745		62
4.48375		62
4.493		62
4.50225		62
4.51149		62
4.52074		62
4.52999		62
4.53924		62
4.54849		62
4.55773		62
4.56698		62
4.57623		62
4.58548		62
4.59473		62
4.60397		62
4.61322		62
4.62247		62
4.63172		62
4.64097		62
4.65021		62
4.65946		62
4.66871		62
4.67796		62
4.68721		62
4.69645		62
4.7057		62
4.71495		62
4.7242		62
4.73345		62
4.74269		62
4.75194		62
4.76119		62
4.77044		62
4.77969		62
4.78893		62
4.79818		62
4.80743		62
4.81668		63
4.82593		63
4.83517		63
4.84442		63
4.85367		63
4.86292		63
4.87217		63
4.88141		63
4.89066		63
4.89991		63
4.90916		63
4.91841		63
4.92765		63
4.9369		63
4.94615		63
4.9554		63
4.96465		63
4.97389		63
4.98314		63
4.99239		63
5.00164		63
5.01089		63
5.02013		63
5.02938		63
5.03863		63
5.04788		63
5.05713		63
5.06637		63
5.07562		63
5.08487		63
5.09412		63
5.10337		63
5.11261		63
5.12186		63
5.13111		63
5.14036		63
5.14961		63
5.15885		63
5.1681		63
5.17735		63
5.1866		63
5.19585		63
5.20509		63
5.21434		63
5.22359		63
5.23284		63
5.24209		63
5.25133		63
5.26058		63
5.26983		63
5.27908		63
5.28833		63
5.29757		63
5.30682		63
5.31607		63
5.32532		63
5.33457		63
5.34381		63
5.35306		63
5.36231		63
5.37156		63
5.38081		63
5.39005		63
5.3993		63
5.40855		63
5.4178		63
5.42705		63
5.43629		64
5.44554		64
5.45479		64
5.46404		64
5.47329		64
5.48253		64
5.49178		64
5.50103		64
5.51028		64
5.51953		64
5.52877		64
5.53802		64
5.54727		64
5.55652		64
5.56577		64
5.57501		64
5.58426		64
5.59351		64
5.60276		64
5.61201		64
5.62125		64
5.6305		64
5.63975		64
5.649		64
5.65825		64
5.66749		64
5.67674		64
5.68599		64
5.69524		64
5.70449		64
5.71373		64
5.72298		64
5.73223		64
5.74148		64
5.75073		64
5.75997		64
5.76922		64
5.77847		64
5.78772		64
5.79697		64
5.80621		64
5.81546		64
5.82471		64
5.83396		64
5.84321		64
5.85245		64
5.8617		64
5.87095		64
5.8802		64
5.88945		64
5.89869		64
5.90794		64
5.91719		64
5.92644		64
5.93569		64
5.94493		64
5.95418		64
5.96343		64
5.97268		64
5.98193		64
5.99117		64
6.00042		64
6.00967		64
6.01892		64
6.02817		64
6.03741		64
6.04666		64
6.05591		65
6.06516		65
6.07441		65
6.08365		65
6.0929		65
6.10215		65
6.1114		65
6.12065		65
6.12989		65
6.13914		65
6.14839		65
6.15764		65
6.16689		65
6.17613		65
6.18538		65
6.19463		65
6.20388		65
6.21313		65
6.22237		65
6.23162		65
6.24087		65
6.25012		65
6.25937		65
6.26861		65
6.27786		65
6.28711		65
6.29636		65
6.30561		65
6.31485		65
6.3241		65
6.33335		65
6.3426		65
6.35185		65
6.36109		65
6.37034		65
6.37959		65
6.38884		65
6.39809		65
6.40733		65
6.41658		65
6.42583		65
6.43508		65
6.44433		65
6.45357		65
6.46282		65
6.47207		65
6.48132		65
6.49057		65
6.49981		65
6.50906		65
6.51831		65
6.52756		65
6.53681		65
6.54605		65
6.5553		65
6.56455		65
6.5738		65
6.58305		65
6.59229		65
6.60154		65
6.61079		65
6.62004		65
6.62929		65
6.63853		65
6.64778		65
6.65703		65
6.66628		65
6.67553		66
6.68477		66
6.69402		66
6.70327		66
6.71252		66
6.72177		66
6.73101		66
6.74026		66
6.74951		66
6.75876		66
6.76801		66
6.77725		66
6.7865		66
6.79575		66
6.805		66
6.81425		66
6.82349		66
6.83274		66
6.84199		66
6.85124		66
6.86049		66
6.86973		66
6.87898		66
6.88823		66
6.89748		66
6.90673		66
6.91597		66
6.92522		66
6.93447		66
6.94372		66
6.95297		66
6.96221		66
6.97146		66
6.98071		66
6.98996		66
6.99921		66
7.00845		66
7.0177		66
7.02695		66
7.0362		66
7.04545		66
7.05469		66
7.06394		66
7.07319		66
7.08244		66
7.09169		66
7.10093		66
7.11018		66
7.11943		66
7.12868		66
7.13793		66
7.14717		66
7.15642		66
7.16567		66
7.17492		66
7.18417		66
7.19341		66
7.20266		66
7.21191		66
7.22116		66
7.23041		66
7.23965		66
7.2489		66
7.25815		66
7.2674		66
7.27665		66
7.28589		66
7.29514		67
7.30439		67
7.31364		67
7.32289		67
7.33213		67
7.34138		67
7.35063		67
7.35988		67
7.36913		67
7.37837		67
7.38762		67
7.39687		67
7.40612		67
7.41537		67
7.42461		67
7.43386		67
7.44311		67
7.45236		67
7.46161		67
7.47085		67
7.4801		67
7.48935		67
7.4986		67
7.50785		67
7.51709		67
7.52634		67
7.53559		67
7.54484		67
7.55409		67
7.56333		67
7.57258		67
7.58183		67
7.59108		67
7.60033		67
7.60957		67
7.61882		67
7.62807		67
7.63732		67
7.64657		67
7.65581		67
7.66506		67
7.67431		67
7.68356		67
7.69281		67
7.70205		67
7.7113		67
7.72055		67
7.7298		67
7.73905		67
7.74829		67
7.75754		67
7.76679		67
7.77604		67
7.78529		67
7.79453		67
