0.5	1
0.570673	1
0.570673	1
0.645969	0.375
0.725558	0.347
0.805147	0.32
0.880112	0.335
0.88936	0.311
0.959701	0.287
0.968949	0.272
0.978197	0.252
1.03929	0.24
1.04854	0.224
1.05779	0.212
1.06703	0.201
1.11426	0.214
1.1235	0.205
1.13275	0.2
1.142	0.2
1.15125	0.2
1.1605	0.2
1.18922	0.2
1.19847	0.2
1.20772	0.2
1.21696	0.2
1.22621	0.2
1.23546	0.2
1.24471	0.2
1.25396	0.2
1.2632	0.2
1.27245	0.2
1.2817	0.2
1.29095	0.2
1.3002	0.2
1.30944	0.2
1.31869	0.2
1.32794	0.2
1.33719	0.2
1.34644	0.2
1.35568	0.2
1.36493	0.2
1.37418	0.2
1.38343	0.2
1.39268	0.2
1.40192	0.2
1.41117	0.2
1.42042	0.2
1.42967	0.2
1.43892	0.2
1.44816	0.2
1.45741	0.203
1.46666	0.21
1.47591	0.213
1.48516	0.219
1.4944	0.226
1.50365	0.229
1.5129	0.235
1.52215	0.239
1.5314	0.245
1.54064	0.248
1.54989	0.255
1.55914	0.258
1.56839	0.261
1.57764	0.268
1.58688	0.271
1.59613	0.274
1.60538	0.281
1.61463	0.284
1.62388	0.287
1.63312	0.294
1.64237	0.297
1.65162	0.3
1.66087	0.303
1.67012	0.306
1.67936	0.309
1.68861	0.316
1.69786	0.319
1.70711	0.322
1.71636	0.325
1.7256	0.329
1.73485	0.331
1.7441	0.335
1.75335	0.342
1.7626	0.34
1.77184	0.348
1.78109	0.351
1.79034	0.35
1.79959	0.357
1.80884	0.36
1.81808	0.363
1.82733	0.366
1.83658	0.369
1.84583	0.372
1.85508	0.376
1.86432	0.379
1.87357	0.381
1.88282	0.385
1.89207	0.388
1.90132	0.391
1.91056	0.394
1.91981	0.397
1.92906	0.4
1.93831	0.403
1.94756	0.406
1.9568	0.409
1.96605	0.412
1.9753	0.416
1.98455	0.418
1.9938	0.422
2.00304	0.425
2.01229	0.428
2.02154	0.431
2.03079	0.434
2.04004	0.437
2.04928	0.44
2.05853	0.443
2.06778	0.446
2.07703	0.449
2.08628	0.453
2.09552	0.455
2.10477	0.459
2.11402	0.462
2.12327	0.465
2.13252	0.468
2.14176	0.471
2.15101	0.474
2.16026	0.477
2.16951	0.48
2.17876	0.483
2.188	0.486
2.19725	0.49
2.2065	0.492
2.21575	0.496
2.225	0.499
2.23424	0.502
2.24349	0.505
2.25274	0.508
2.26199	0.511
2.27124	0.514
2.28048	0.517
2.28973	0.52
2.29898	0.523
2.30823	0.527
2.31748	0.529
2.32672	0.533
2.33597	0.536
2.34522	0.539
2.35447	0.542
2.36372	0.545
2.37296	0.548
2.38221	0.551
2.39146	0.554
2.40071	0.557
2.40996	0.56
2.4192	0.564
2.42845	0.566
2.4377	0.57
2.44695	0.573
2.4562	0.576
2.46544	0.579
2.47469	0.582
2.48394	0.585
2.49319	0.588
2.50244	0.591
2.51168	0.594
2.52093	0.597
2.53018	0.6
2.53943	0.603
2.54868	0.607
2.55792	0.61
2.56717	0.613
2.57642	0.616
2.58567	0.619
2.59492	0.622
2.60416	0.625
2.61341	0.628
2.62266	0.631
2.63191	0.634
2.64116	0.637
2.6504	0.64
2.65965	0.644
2.6689	0.647
2.67815	0.65
2.6874	0.653
2.69664	0.656
3.25615	0.656
3.33574	0.782
3.41533	0.877
3.49029	0.924
3.49954	0.974
3.56988	1.007
3.57913	1.021
3.58838	1.025
3.64947	1.018
3.65872	1.003
3.66796	0.981
3.67721	0.954
3.72443	0.908
3.73368	0.883
3.74293	0.85
3.75218	0.816
3.76143	0.779
3.77067	0.743
3.7994	0.698
3.80865	0.67
3.81789	0.639
3.82714	0.606
3.83639	0.573
3.84564	0.545
3.85489	0.51
3.86413	0.479
3.87338	0.452
3.88263	0.423
3.89188	0.404
3.90113	0.381
3.91037	0.36
3.91962	0.338
3.92887	0.321
3.93812	0.301
3.94737	0.284
3.95661	0.264
3.96586	0.253
3.97511	0.242
3.98436	0.234
3.99361	0.228
4.00285	0.225
4.0121	0.218
4.02135	0.22
4.0306	0.218
4.03985	0.216
4.04909	0.218
4.05834	0.22
4.06759	0.218
4.07684	0.225
4.08609	0.227
4.09533	0.229
4.10458	0.232
4.11383	0.235
4.12308	0.237
4.13233	0.244
4.14157	0.247
4.15082	0.249
4.16007	0.256
4.16932	0.259
4.17857	0.262
4.18781	0.269
4.19706	0.272
4.20631	0.274
4.21556	0.282
4.22481	0.285
4.23405	0.287
4.2433	0.291
4.25255	0.293
4.2618	0.296
4.27105	0.303
4.28029	0.306
4.28954	0.309
4.29879	0.313
4.30804	0.32
4.31729	0.318
4.32653	0.326
4.33578	0.329
4.34503	0.331
4.35428	0.335
4.36353	0.338
4.37277	0.341
4.38202	0.344
4.39127	0.351
4.40052	0.35
4.40977	0.357
4.41901	0.36
4.42826	0.359
4.43751	0.366
4.44676	0.369
4.45601	0.372
4.46525	0.376
4.4745	0.379
4.48375	0.381
4.493	0.38
4.50225	0.378
4.51149	0.38
4.52074	0.378
4.52999	0.372
4.53924	0.369
4.54849	0.366
4.55773	0.364
4.56698	0.361
4.57623	0.358
4.58548	0.35
4.59473	0.347
4.60397	0.344
4.61322	0.341
4.62247	0.337
4.63172	0.334
4.64097	0.33
4.65021	0.326
4.65946	0.327
4.66871	0.323
4.67796	0.319
4.68721	0.316
4.69645	0.316
4.7057	0.312
4.71495	0.312
4.7242	0.309
4.73345	0.309
4.74269	0.305
4.75194	0.305
4.76119	0.301
4.77044	0.301
4.77969	0.301
4.78893	0.297
4.79818	0.297
4.80743	0.298
4.81668	0.294
4.82593	0.294
4.83517	0.294
4.84442	0.294
4.85367	0.294
4.86292	0.29
4.87217	0.29
4.88141	0.29
4.89066	0.29
4.89991	0.29
4.90916	0.29
4.91841	0.29
4.92765	0.29
4.9369	0.286
4.94615	0.286
4.9554	0.286
4.96465	0.286
4.97389	0.286
4.98314	0.286
4.99239	0.286
5.00164	0.286
5.01089	0.286
5.02013	0.286
5.02938	0.286
5.03863	0.286
5.04788	0.286
5.05713	0.286
5.06637	0.286
5.07562	0.286
5.08487	0.286
5.09412	0.286
5.10337	0.291
5.11261	0.292
5.12186	0.297
5.13111	0.297
5.14036	0.302
5.14961	0.303
5.15885	0.303
5.1681	0.303
5.17735	0.304
5.1866	0.304
5.19585	0.305
5.20509	0.305
5.21434	0.305
5.22359	0.305
5.23284	0.306
5.24209	0.306
5.25133	0.302
5.26058	0.302
5.26983	0.302
5.27908	0.302
5.28833	0.302
5.29757	0.303
5.30682	0.303
5.31607	0.299
5.32532	0.299
5.33457	0.299
5.34381	0.299
5.35306	0.299
5.36231	0.299
5.37156	0.299
5.38081	0.299
5.39005	0.299
5.3993	0.299
5.40855	0.295
5.4178	0.295
5.42705	0.295
5.43629	0.295
5.44554	0.295
5.45479	0.295
5.46404	0.295
5.47329	0.295
5.48253	0.295
5.49178	0.295
5.50103	0.295
5.51028	0.295
5.51953	0.295
5.52877	0.295
5.53802	0.295
5.54727	0.295
5.55652	0.295
5.56577	0.295
5.57501	0.295
5.58426	0.295
5.59351	0.295
5.60276	0.295
5.61201	0.295
5.62125	0.295
5.6305	0.295
5.63975	0.295
5.649	0.295
5.65825	0.295
5.66749	0.295
5.67674	0.295
5.68599	0.295
5.69524	0.295
5.70449	0.295
5.71373	0.295
5.72298	0.295
5.73223	0.295
5.74148	0.295
5.75073	0.295
5.75997	0.295
5.76922	0.295
5.77847	0.295
5.78772	0.295
5.79697	0.295
5.80621	0.295
5.81546	0.295
5.82471	0.295
5.83396	0.295
5.84321	0.295
5.85245	0.295
5.8617	0.295
5.87095	0.295
5.8802	0.295
5.88945	0.295
5.89869	0.295
5.90794	0.295
5.91719	0.295
5.92644	0.295
5.93569	0.295
5.94493	0.295
5.95418	0.295
5.96343	0.295
5.97268	0.295
5.98193	0.295
5.99117	0.295
6.00042	0.295
6.00967	0.295
6.01892	0.295
6.02817	0.295
6.03741	0.295
6.04666	0.295
6.05591	0.295
6.06516	0.295
6.07441	0.295
6.08365	0.295
6.0929	0.295
6.10215	0.295
6.1114	0.295
6.12065	0.295
6.12989	0.295
6.13914	0.295
6.14839	0.295
6.15764	0.295
6.16689	0.295
6.17613	0.295
6.18538	0.295
6.19463	0.295
6.20388	0.295
6.21313	0.295
6.22237	0.295
6.23162	0.295
6.24087	0.295
6.25012	0.295
6.25937	0.295
6.26861	0.295
6.27786	0.295
6.28711	0.295
6.29636	0.295
6.30561	0.295
6.31485	0.295
6.3241	0.295
6.33335	0.295
6.3426	0.295
6.35185	0.296
6.36109	0.301
6.37034	0.306
6.37959	0.307
6.38884	0.311
6.39809	0.312
6.40733	0.312
6.41658	0.313
6.42583	0.313
6.43508	0.313
6.44433	0.314
6.45357	0.314
6.46282	0.314
6.47207	0.315
6.48132	0.315
6.49057	0.315
6.49981	0.311
6.50906	0.311
6.51831	0.311
6.52756	0.312
6.53681	0.312
6.54605	0.312
6.5553	0.312
6.56455	0.308
6.5738	0.308
6.58305	0.308
6.59229	0.308
6.60154	0.308
6.61079	0.308
6.62004	0.308
6.62929	0.308
6.63853	0.308
6.64778	0.308
6.65703	0.304
6.66628	0.304
6.67553	0.304
6.68477	0.304
6.69402	0.305
6.70327	0.305
6.71252	0.305
6.72177	0.305
6.73101	0.305
6.74026	0.305
6.74951	0.305
6.75876	0.305
6.76801	0.305
6.77725	0.305
6.7865	0.305
6.79575	0.305
6.805	0.305
6.81425	0.305
6.82349	0.305
6.83274	0.305
6.84199	0.305
6.85124	0.305
6.86049	0.305
6.86973	0.305
6.87898	0.305
6.88823	0.305
6.89748	0.305
6.90673	0.305
6.91597	0.305
6.92522	0.305
6.93447	0.305
6.94372	0.305
6.95297	0.305
6.96221	0.305
6.97146	0.305
6.98071	0.305
6.98996	0.305
6.99921	0.305
7.00845	0.305
7.0177	0.305
7.02695	0.305
7.0362	0.305
7.04545	0.305
7.05469	0.305
7.06394	0.305
7.07319	0.305
7.08244	0.305
7.09169	0.305
7.10093	0.305
7.11018	0.305
7.11943	0.305
7.12868	0.305
7.13793	0.305
7.14717	0.305
7.15642	0.305
7.16567	0.305
7.17492	0.305
7.18417	0.305
7.19341	0.305
7.20266	0.305
7.21191	0.305
7.22116	0.305
7.23041	0.305
7.23965	0.305
7.2489	0.305
7.25815	0.305
7.2674	0.305
7.27665	0.305
7.28589	0.305
7.29514	0.305
7.30439	0.305
7.31364	0.305
7.32289	0.305
7.33213	0.305
