0	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.005	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.01	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.015	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.02	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.025	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.03	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.035	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.04	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.045	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.05	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.055	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.06	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.065	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.07	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.075	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.08	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.085	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.09	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.095	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.1	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.105	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.11	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.115	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.12	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.125	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.13	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.135	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.14	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.145	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.15	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.155	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.16	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.165	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.17	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.175	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.18	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.185	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.19	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.195	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.2	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.205	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.21	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.215	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.22	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.225	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.23	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.235	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.24	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.245	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.25	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.255	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.26	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.265	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.27	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.275	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.28	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.285	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.29	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.295	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.3	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.305	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.31	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.315	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.32	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.325	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.33	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.335	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.34	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.345	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.35	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.355	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.36	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.365	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.37	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.375	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.38	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.385	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.39	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.395	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.4	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.405	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.41	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.415	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.42	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.425	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.43	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.435	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.44	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.445	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.45	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.455	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.46	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.465	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
