0.645969		2
0.645969		3
0.725558		4
0.725558		5
0.725558		6
0.805147		7
0.805147		8
0.805147		9
0.880112		10
0.880112		11
0.880112		12
0.88936		13
0.88936		14
0.88936		15
0.959701		16
0.959701		17
0.959701		18
0.968949		19
0.968949		20
0.968949		21
0.978197		22
0.978197		23
0.978197		24
1.03929		25
1.03929		26
1.03929		27
1.04854		28
1.04854		29
1.04854		30
1.05779		31
1.05779		32
1.05779		33
1.06703		34
1.06703		35
1.06703		36
1.11426		37
1.11426		38
1.11426		39
1.1235		40
1.1235		41
1.1235		42
1.13275		43
1.13275		44
1.13275		45
1.142		46
1.142		47
1.142		48
1.15125		49
1.15125		50
1.15125		51
1.1605		52
1.1605		53
1.1605		54
1.18922		55
1.18922		56
1.18922		57
1.19847		58
1.19847		59
1.19847		60
1.20772		61
1.20772		62
1.20772		63
1.21696		64
1.21696		65
1.21696		66
1.22621		67
1.22621		68
1.22621		69
1.23546		70
1.23546		71
1.23546		72
1.24471		73
1.24471		74
1.24471		75
1.25396		76
1.25396		77
1.25396		78
1.2632		79
1.2632		80
1.2632		81
1.27245		82
1.27245		83
1.27245		84
1.2817		85
1.2817		86
1.2817		87
1.29095		88
1.29095		89
1.29095		90
1.3002		91
1.3002		92
1.3002		93
1.30944		94
1.30944		95
1.30944		96
1.31869		97
1.31869		98
1.31869		99
1.32794		100
1.32794		101
1.32794		102
1.33719		103
1.33719		104
1.33719		105
1.34644		106
1.34644		107
1.34644		108
1.35568		109
1.35568		110
1.35568		111
1.36493		112
1.36493		113
1.36493		114
1.37418		115
1.37418		116
1.37418		117
1.38343		118
1.38343		119
1.38343		120
1.39268		121
1.39268		122
1.39268		123
1.40192		124
1.40192		125
1.40192		126
1.41117		127
1.41117		128
1.41117		129
1.42042		130
1.42042		131
1.42042		132
1.42967		133
1.42967		134
1.42967		135
1.43892		136
1.43892		137
1.43892		138
1.44816		139
1.44816		140
1.44816		141
1.45741		142
1.45741		143
1.45741		144
1.46666		145
1.46666		146
1.46666		147
1.47591		148
1.47591		149
1.47591		150
1.48516		151
1.48516		152
1.48516		153
1.4944		154
1.4944		155
1.4944		156
1.50365		157
1.50365		158
1.50365		159
1.5129		160
1.5129		161
1.5129		162
1.52215		163
1.52215		164
1.52215		165
1.5314		166
1.5314		167
1.5314		168
1.54064		169
