#DestinationIp	Time	Send Tcp throughput	Send Tcp delay	Number of Lost Pkts	Number of Tx Pkts	ErrorUlTx	ErrorDlTx	HarqUlTx	HarqDlTx
0.63		7.0.0.2		8.54723		35.047		0		3		x		x		x		x	9.11223
0.66		7.0.0.2		nan		35.047		0		5		x		x		x		x	115.2
0.69		7.0.0.2		nan		35.047		0		5		x		x		x		x	nan
0.72		7.0.0.2		109.714		36.8564		0		5		x		x		x		x	nan
0.75		7.0.0.2		nan		36.8564		0		8		x		x		x		x	164.571
0.78		7.0.0.2		58.3291		36.892		0		8		x		x		x		x	nan
0.81		7.0.0.2		921.6		38.8116		0		8		x		x		x		x	nan
0.84		7.0.0.2		nan		38.8116		0		11		x		x		x		x	164.571
0.87		7.0.0.2		116.658		38.9634		0		11		x		x		x		x	nan
0.9		7.0.0.2		921.6		39.7004		0		11		x		x		x		x	nan
0.93		7.0.0.2		nan		39.7004		0		17		x		x		x		x	310.652
0.96		7.0.0.2		261.818		40.6285		0		17		x		x		x		x	nan
0.99		7.0.0.2		921.6		41.2428		0		20		x		x		x		x	186.811
1.02		7.0.0.2		nan		41.2428		0		26		x		x		x		x	1455.16
1.05		7.0.0.2		329.143		42.1109		0		26		x		x		x		x	nan
1.08		7.0.0.2		987.429		43.1447		0		32		x		x		x		x	373.622
1.11		7.0.0.2		100.174		42.9197		0		38		x		x		x		x	1455.16
1.14		7.0.0.2		987.429		43.4925		0		38		x		x		x		x	nan
1.17		7.0.0.2		960		45.0423		0		47		x		x		x		x	592.457
1.2		7.0.0.2		373.622		44.8248		0		56		x		x		x		x	1481.14
1.23		7.0.0.2		977.455		45.444		0		59		x		x		x		x	432
1.26		7.0.0.2		987.429		47.0506		0		68		x		x		x		x	1481.14
1.29		7.0.0.2		987.429		47.7859		0		77		x		x		x		x	1430.07
1.32		7.0.0.2		977.455		48.756		0		86		x		x		x		x	1481.14
1.35		7.0.0.2		987.429		50.2887		0		95		x		x		x		x	1481.14
1.38		7.0.0.2		977.455		52.7071		0		107		x		x		x		x	1455.16
1.41		7.0.0.2		953.379		55.1394		0		116		x		x		x		x	1481.14
1.44		7.0.0.2		987.429		57.8849		0		125		x		x		x		x	1430.07
1.47		7.0.0.2		977.455		61.3526		0		134		x		x		x		x	1481.14
1.5		7.0.0.2		987.429		64.5555		0		143		x		x		x		x	1481.14
1.53		7.0.0.2		953.379		67.9437		0		152		x		x		x		x	1481.14
1.56		7.0.0.2		977.455		72.0529		0		164		x		x		x		x	1455.16
1.59		7.0.0.2		987.429		75.6908		0		173		x		x		x		x	1481.14
1.62		7.0.0.2		987.429		79.4391		0		182		x		x		x		x	1430.07
1.65		7.0.0.2		977.455		83.9458		0		191		x		x		x		x	1481.14
1.68		7.0.0.2		987.429		87.8602		0		200		x		x		x		x	1481.14
1.71		7.0.0.2		977.455		92.4833		0		212		x		x		x		x	1455.16
1.74		7.0.0.2		953.379		96.5379		0		221		x		x		x		x	1481.14
1.77		7.0.0.2		987.429		100.632		0		230		x		x		x		x	1430.07
1.8		7.0.0.2		977.455		105.461		0		239		x		x		x		x	1481.14
1.83		7.0.0.2		987.429		109.653		0		248		x		x		x		x	1481.14
1.86		7.0.0.2		953.379		113.877		0		257		x		x		x		x	1481.14
1.89		7.0.0.2		977.455		118.852		0		269		x		x		x		x	1455.16
1.92		7.0.0.2		987.429		123.142		0		278		x		x		x		x	1481.14
1.95		7.0.0.2		987.429		127.31		0		287		x		x		x		x	1430.07
1.98		7.0.0.2		977.455		131.858		0		295		x		x		x		x	1316.57
2.01		7.0.0.2		987.429		135.53		0		296		x		x		x		x	512
2.04		7.0.0.2		977.455		139.566		0		296		x		x		x		x	nan
2.07		7.0.0.2		953.379		142.827		0		296		x		x		x		x	nan
2.1		7.0.0.2		987.429		145.906		0		296		x		x		x		x	nan
2.13		7.0.0.2		977.455		149.304		0		296		x		x		x		x	nan
2.16		7.0.0.2		987.429		152.066		0		296		x		x		x		x	nan
2.19		7.0.0.2		953.379		154.7		0		296		x		x		x		x	nan
2.22		7.0.0.2		977.455		157.624		0		296		x		x		x		x	nan
2.25		7.0.0.2		1001.74		159.599		0		296		x		x		x		x	nan
2.28		7.0.0.2		nan		159.599		0		298		x		x		x		x	31.0303
2.31		7.0.0.2		nan		159.599		0		298		x		x		x		x	nan
2.34		7.0.0.2		116.658		158.693		0		298		x		x		x		x	nan
2.37		7.0.0.2		nan		158.693		0		301		x		x		x		x	174.987
2.4		7.0.0.2		62.2703		158.236		0		301		x		x		x		x	nan
2.43		7.0.0.2		921.6		157.387		0		301		x		x		x		x	nan
2.46		7.0.0.2		nan		157.387		0		305		x		x		x		x	233.316
2.49		7.0.0.2		222.072		155.725		0		305		x		x		x		x	nan
2.52		7.0.0.2		nan		155.725		0		309		x		x		x		x	233.316
2.55		7.0.0.2		nan		155.725		0		313		x		x		x		x	1843.2
2.58		7.0.0.2		310.652		153.351		0		313		x		x		x		x	nan
2.61		7.0.0.2		1024		152.667		0		317		x		x		x		x	249.081
2.64		7.0.0.2		90.3529		152.255		0		321		x		x		x		x	1316.57
2.67		7.0.0.2		987.429		150.049		0		321		x		x		x		x	nan
2.7		7.0.0.2		921.6		149.723		0		329		x		x		x		x	491.52
2.73		7.0.0.2		246.857		148.613		0		333		x		x		x		x	1316.57
2.76		7.0.0.2		987.429		146.67		0		337		x		x		x		x	335.123
2.79		7.0.0.2		987.429		145.807		0		345		x		x		x		x	1316.6
2.82		7.0.0.2		500.87		144.136		0		349		x		x		x		x	1228.8
