ID1	1		0	0	500	0	44
ID1	1		0	0	611	0	44
ID1	2		0	0	614	0	624
ID1	3		0	0	633	0	580
ID1	4		0	0	633	0	1160
ID1	5		18	18	652	3.6	18
ID1	6		0	18	734	3	580
ID1	7		0	18	734	2.57143	1160
ID1	8		0	18	734	2.25	1740
ID1	9		0	18	756	2	580
ID1	10		0	18	756	1.8	1160
ID1	11		0	18	756	1.63636	1740
ID1	12		0	18	895	1.5	580
ID1	13		0	18	895	1.38462	1160
ID1	14		0	18	895	1.28571	1740
ID1	15		2	20	897	1.33333	2320
ID1	16		2	22	897	1.375	2900
ID1	17		2	24	897	1.41176	3480
ID1	18		0	24	977	1.33333	580
ID1	19		0	24	977	1.26316	1160
ID1	20		0	24	977	1.2	1740
ID1	21		3	27	980	1.28571	2320
ID1	22		3	30	980	1.36364	2900
ID1	23		3	33	980	1.43478	3480
ID1	24		7	40	984	1.66667	4060
ID1	25		7	47	984	1.88	4640
ID1	26		7	54	984	2.07692	5220
ID1	27		193	247	1177	9.14815	595
ID1	28		193	440	1177	15.7143	1175
ID1	29		193	633	1177	21.8276	1755
ID1	30		3	636	1180	21.2	1988
ID1	31		3	639	1180	20.6129	2568
ID1	32		3	642	1180	20.0625	3148
ID1	33		7	649	1184	19.6667	3728
ID1	34		7	656	1184	19.2941	4308
ID1	35		7	663	1184	18.9429	4888
ID1	36		17	680	1194	18.8889	5468
ID1	37		17	697	1194	18.8378	6048
ID1	38		17	714	1194	18.7895	6628
ID1	39		34	748	1214	19.1795	4779
ID1	40		34	782	1214	19.55	5359
ID1	41		34	816	1214	19.9024	5939
ID1	42		38	854	1218	20.3333	6519
ID1	43		38	892	1218	20.7442	7099
ID1	44		38	930	1218	21.1364	7679
ID1	45		40	970	1254	21.5556	3221
ID1	46		40	1010	1254	21.9565	3801
ID1	47		40	1050	1254	22.3404	4381
ID1	48		42	1092	1256	22.75	4961
ID1	49		42	1134	1256	23.1429	5541
ID1	50		42	1176	1256	23.52	6121
ID1	51		44	1220	1258	23.9216	6701
ID1	52		44	1264	1258	24.3077	7281
ID1	53		44	1308	1258	24.6792	7861
ID1	54		46	1354	1260	25.0741	8441
ID1	55		46	1400	1260	25.4545	9021
ID1	56		46	1446	1260	25.8214	9601
ID1	57		49	1495	1263	26.2281	10181
ID1	58		49	1544	1263	26.6207	10761
ID1	59		49	1593	1263	27	11341
ID1	60		115	1708	1375	28.4667	3507
ID1	61		115	1823	1375	29.8852	4087
ID1	62		115	1938	1375	31.2581	4667
ID1	63		114	2052	1377	32.5714	3443
ID1	64		114	2166	1377	33.8438	4023
ID1	65		114	2280	1377	35.0769	4603
ID1	66		4	2284	1379	34.6061	4041
ID1	67		4	2288	1379	34.1493	4621
ID1	68		4	2292	1379	33.7059	5201
ID1	69		6	2298	1381	33.3043	4639
ID1	70		6	2304	1381	32.9143	5219
ID1	71		6	2310	1381	32.5352	5799
ID1	72		8	2318	1383	32.1944	5808
ID1	73		8	2326	1383	31.863	6388
ID1	74		8	2334	1383	31.5405	6968
ID1	75		8	2342	1385	31.2267	6406
ID1	76		8	2350	1385	30.9211	6986
ID1	77		8	2358	1385	30.6234	7566
ID1	78		9	2367	1386	30.3462	7575
ID1	79		9	2376	1386	30.0759	8155
ID1	80		9	2385	1386	29.8125	8735
ID1	81		8	2393	1387	29.5432	8744
ID1	82		8	2401	1387	29.2805	9324
ID1	83		8	2409	1387	29.0241	9904
ID1	84		9	2418	1388	28.7857	9913
ID1	85		9	2427	1388	28.5529	10493
ID1	86		9	2436	1388	28.3256	11073
ID1	87		9	2445	1390	28.1034	10511
ID1	88		9	2454	1390	27.8864	11091
ID1	89		9	2463	1390	27.6742	11671
ID1	90		11	2474	1392	27.4889	11109
ID1	91		11	2485	1392	27.3077	11689
ID1	92		11	2496	1392	27.1304	12269
ID1	93		13	2509	1396	26.9785	11237
ID1	94		13	2522	1396	26.8298	11817
ID1	95		13	2535	1396	26.6842	12397
ID1	96		13	2548	1398	26.5417	12283
ID1	97		13	2561	1398	26.4021	12863
ID1	98		13	2574	1398	26.2653	13443
ID1	99		15	2589	1400	26.1515	13676
