977	1.2
1214	36.2
1263	42.25
1386	39.15
1400	10.65
1575	64.65
1581	27.6
1584	5.7
1588	5.85
1595	4.65
1598	7.0
1601	4.25
1604	5.05
1607	6.2
1610	7.55
1613	8.4
1617	10.0
1620	12.75
1624	15.75
1631	21.85
1699	49.65
1717	97.3
1730	108.0
1818	143.2
1829	198.7
1945	270.3
1963	210.25
1968	221.05
1985	249.05
2575	532.1
2776	777.1
2787	750.7
2798	829.3
3296	886.9
3389	1126.6
3398	669.5
3405	460.95
3410	458.85
3414	485.7
3420	99.5
3425	29.3
3433	36.9
3445	43.4
3619	162.5
3635	215.3
3644	196.7
3657	176.5
3665	165.15
3673	224.9
3839	272.4
3951	310.7
3971	317.05
4306	543.9
4320	307.45
4323	316.65
4327	304.4
4331	280.95
4336	249.45
4341	45.7
4346	26.9
4354	26.6
4535	71.1
4554	192.55
4558	199.25
4571	225.0
4584	230.6
4597	235.6
4940	340.45
5102	537.7
5150	516.45
5158	468.1
5159	585.9
5168	588.55
5263	641.0
5272	601.95
5283	309.35
5286	111.75
5287	167.45
5380	54.85
5388	124.75
5403	142.25
5744	258.1
6031	355.95
6047	424.65
6056	773.0
6174	783.25
6299	928.35
6617	1217.6
6631	1235.8
6861	1329.55
6869	1066.45
7176	1088.65
7348	1092.25
7355	616.2
7363	412.1
7367	371.8
7373	259.0
7379	53.1
7388	207.0
7392	30.45
7395	36.0
7398	32.8
7399	38.95
7402	34.85
7420	0.0
7817	87.25
7827	296.1
7902	220.7
8068	112.65
8421	283.35
8803	116.4
9055	59.7
9087	3.35
9419	8.5
9447	2.55
9476	3.4
9544	38.6
9820	87.75
10074	10.15
10417	122.9
10615	20.3
10985	93.7
11001	2.1
11375	95.4
11582	182.95
11592	3.45
11785	95.95
12071	106.9
12090	8.45
12232	32.0
12252	7.3
12272	8.5
12295	6.6
12310	6.5
12332	14.5
12543	160.5
12551	5.3
12576	14.4
13299	509.1
13375	460.95
13460	90.85
13742	216.3
13777	0.65
13993	14.85
14662	55.25
14712	7.45
15344	16.7
