#DestinationIp	Time	Send Tcp throughput	Send Tcp delay	Number of Lost Pkts	Number of Tx Pkts	ErrorUlTx	ErrorDlTx	HarqUlTx	HarqDlTx
650		7.0.0.2		246.741		38.184		0		5		0		0		0		0
700		7.0.0.2		246.741		38.184		0		5		0		0		0		0
750		7.0.0.2		133.028		43.9354		0		8		0		0		0		0
800		7.0.0.2		191.829		37.4361		0		11		0		0		0		0
850		7.0.0.2		191.829		37.4361		0		11		0		0		0		0
900		7.0.0.2		145.314		64.0275		0		17		0		0		0		0
950		7.0.0.2		145.314		64.0275		0		17		0		0		0		0
1000		7.0.0.2		184.117		69.1136		0		26		0		0		0		0
1050		7.0.0.2		184.117		69.1136		0		26		0		0		0		0
1100		7.0.0.2		184.117		69.1136		0		26		0		0		0		0
1150		7.0.0.2		184.117		69.1136		0		26		0		0		0		0
1200		7.0.0.2		188.91		113.245		0		38		0		0		0		0
1250		7.0.0.2		204.88		101.583		0		44		0		0		0		0
1300		7.0.0.2		257.508		94.1172		0		59		0		0		0		0
1350		7.0.0.2		257.508		94.1172		0		59		0		0		0		0
1400		7.0.0.2		393.825		90.8395		0		98		0		0		0		0
1450		7.0.0.2		413.469		86.9914		0		113		0		0		0		0
1500		7.0.0.2		413.469		86.9914		0		113		0		0		0		0
1550		7.0.0.2		413.469		86.9914		0		113		0		0		0		0
1600		7.0.0.2		700.615		89.364		0		209		0		0		0		0
1650		7.0.0.2		1049.87		63.6303		0		362		0		0		0		0
1700		7.0.0.2		1032.68		64.6477		0		369		0		0		0		0
1750		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0
1800		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0
1850		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0
1900		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0
1950		7.0.0.2		1202.69		102.263		0		473		0		0		0		0
2000		7.0.0.2		1325.32		120.328		0		529		0		0		0		0
2050		7.0.0.2		1325.32		120.328		0		529		0		0		0		0
2100		7.0.0.2		1325.32		120.328		0		529		0		0		0		0
2150		7.0.0.2		1325.32		120.328		0		529		0		0		0		0
2200		7.0.0.2		1325.32		120.328		0		530		0		0		0		0
2250		7.0.0.2		1325.32		120.328		0		530		0		0		0		0
2299		7.0.0.2		1325.32		120.328		0		530		0		0		0		0
2349		7.0.0.2		1325.32		120.328		0		530		0		0		0		0
2399		7.0.0.2		1325.32		120.328		0		530		0		0		0		0
2449		7.0.0.2		1325.32		120.328		0		530		0		0		0		0
2499		7.0.0.2		988.421		134.128		0		534		0		0		0		0
2549		7.0.0.2		990.278		135.448		0		540		0		0		0		0
2599		7.0.0.2		988.948		162.627		0		558		0		0		0		0
2649		7.0.0.2		988.948		162.627		0		558		0		0		0		0
2699		7.0.0.2		988.948		162.627		0		558		0		0		0		0
2749		7.0.0.2		988.948		162.627		0		558		0		0		0		0
2799		7.0.0.2		998.909		237.027		0		600		0		0		0		0
2849		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
2899		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
2949		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
2999		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
3049		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
3099		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
3149		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
3199		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
3249		7.0.0.2		1011.65		246.785		0		618		0		0		0		0
3299		7.0.0.2		834.867		255.422		0		620		0		0		0		0
3349		7.0.0.2		834.867		255.422		0		622		0		0		0		0
3399		7.0.0.2		885.702		340.322		0		658		0		0		0		0
3449		7.0.0.2		1030.24		357.042		0		772		0		0		0		0
3499		7.0.0.2		1030.24		357.042		0		772		0		0		0		0
3549		7.0.0.2		1014.86		352.454		0		784		0		0		0		0
3599		7.0.0.2		1014.86		352.454		0		786		0		0		0		0
3649		7.0.0.2		1079.31		340.322		0		838		0		0		0		0
3699		7.0.0.2		1118.6		335.509		0		886		0		0		0		0
3749		7.0.0.2		1118.6		335.509		0		886		0		0		0		0
3799		7.0.0.2		1118.6		335.509		0		886		0		0		0		0
3849		7.0.0.2		1086.49		335.366		0		902		0		0		0		0
3899		7.0.0.2		1086.49		335.366		0		902		0		0		0		0
3949		7.0.0.2		1083.42		335.251		0		918		0		0		0		0
3999		7.0.0.2		1103.73		334.874		0		946		0		0		0		0
4049		7.0.0.2		1103.73		334.874		0		946		0		0		0		0
4099		7.0.0.2		1103.73		334.874		0		946		0		0		0		0
4149		7.0.0.2		1103.73		334.874		0		946		0		0		0		0
4199		7.0.0.2		1103.73		334.874		0		947		0		0		0		0
4249		7.0.0.2		1032.49		336.002		0		951		0		0		0		0
4299		7.0.0.2		1020.9		339.729		0		953		0		0		0		0
4349		7.0.0.2		1156.45		354.761		0		1071		0		0		0		0
4399		7.0.0.2		1173.14		349.353		0		1101		0		0		0		0
4449		7.0.0.2		1173.14		349.353		0		1101		0		0		0		0
4499		7.0.0.2		1173.14		349.353		0		1101		0		0		0		0
4549		7.0.0.2		1154.85		345.015		0		1125		0		0		0		0
4599		7.0.0.2		1224.97		337.236		0		1203		0		0		0		0
4649		7.0.0.2		1228.76		336.812		0		1215		0		0		0		0
4699		7.0.0.2		1228.76		336.812		0		1215		0		0		0		0
4749		7.0.0.2		1228.76		336.812		0		1215		0		0		0		0
4799		7.0.0.2		1228.76		336.812		0		1215		0		0		0		0
4849		7.0.0.2		1228.76		336.812		0		1215		0		0		0		0
4899		7.0.0.2		1228.76		336.812		0		1216		0		0		0		0
4949		7.0.0.2		1139.19		337.67		0		1221		0		0		0		0
4999		7.0.0.2		1139.19		337.67		0		1221		0		0		0		0
5049		7.0.0.2		1139.19		337.67		0		1221		0		0		0		0
5099		7.0.0.2		1113.61		341.174		0		1236		0		0		0		0
5149		7.0.0.2		1128.11		347.005		0		1272		0		0		0		0
5199		7.0.0.2		1148.08		352.252		0		1323		0		0		0		0
5249		7.0.0.2		1129.01		352.528		0		1323		0		0		0		0
5299		7.0.0.2		1188.99		363.178		0		1398		0		0		0		0
5349		7.0.0.2		1188.99		363.178		0		1398		0		0		0		0
5399		7.0.0.2		1201.69		359.399		0		1428		0		0		0		0
5449		7.0.0.2		1206.69		358.715		0		1441		0		0		0		0
5499		7.0.0.2		1206.69		358.715		0		1441		0		0		0		0
5549		7.0.0.2		1206.69		358.715		0		1441		0		0		0		0
5599		7.0.0.2		1206.69		358.715		0		1441		0		0		0		0
5649		7.0.0.2		1206.69		358.715		0		1441		0		0		0		0
5699		7.0.0.2		1206.69		358.715		0		1441		0		0		0		0
5749		7.0.0.2		1133.46		359.387		0		1445		0		0		0		0
5799		7.0.0.2		1133.46		359.387		0		1445		0		0		0		0
5849		7.0.0.2		1121.66		361.208		0		1454		0		0		0		0
5899		7.0.0.2		1121.66		361.208		0		1454		0		0		0		0
5949		7.0.0.2		1121.66		361.208		0		1454		0		0		0		0
5999		7.0.0.2		1121.66		361.208		0		1454		0		0		0		0
6049		7.0.0.2		1119.32		378.979		0		1465		0		0		0		0
6099		7.0.0.2		1130.07		383.667		0		1504		0		0		0		0
6149		7.0.0.2		1130.07		383.667		0		1504		0		0		0		0
6199		7.0.0.2		1113.4		387.003		0		1519		0		0		0		0
6249		7.0.0.2		1113.4		387.003		0		1519		0		0		0		0
6299		7.0.0.2		1094.04		388.808		0		1522		0		0		0		0
6349		7.0.0.2		1094.04		388.808		0		1525		0		0		0		0
6399		7.0.0.2		1094.04		388.808		0		1525		0		0		0		0
6449		7.0.0.2		1094.04		388.808		0		1525		0		0		0		0
6499		7.0.0.2		1063.78		394.707		0		1531		0		0		0		0
6549		7.0.0.2		1063.78		394.707		0		1540		0		0		0		0
6599		7.0.0.2		1063.78		394.707		0		1540		0		0		0		0
6649		7.0.0.2		1057.52		409.239		0		1575		0		0		0		0
6699		7.0.0.2		1057.52		409.239		0		1575		0		0		0		0
6749		7.0.0.2		1057.52		409.239		0		1575		0		0		0		0
6799		7.0.0.2		1057.52		409.239		0		1575		0		0		0		0
6849		7.0.0.2		1021.97		409.978		0		1575		0		0		0		0
6899		7.0.0.2		1038.17		428.787		0		1617		0		0		0		0
6949		7.0.0.2		1031.01		430.668		0		1623		0		0		0		0
6999		7.0.0.2		1031.01		430.668		0		1623		0		0		0		0
7049		7.0.0.2		1031.01		430.668		0		1623		0		0		0		0
7099		7.0.0.2		1031.01		430.668		0		1623		0		0		0		0
7149		7.0.0.2		1031.01		430.668		0		1624		0		0		0		0
7199		7.0.0.2		996.057		433.034		0		1626		0		0		0		0
7249		7.0.0.2		985.484		433.565		0		1626		0		0		0		0
7299		7.0.0.2		999.643		448.332		0		1629		0		0		0		0
7349		7.0.0.2		1004.91		460.797		0		1643		0		0		0		0
7399		7.0.0.2		1084.99		476.061		0		1765		0		0		0		0
7449		7.0.0.2		1138.1		453.502		0		1775		0		0		0		0
7499		7.0.0.2		1138.1		453.502		0		1775		0		0		0		0
7549		7.0.0.2		1138.1		453.502		0		1775		0		0		0		0
7599		7.0.0.2		1138.1		453.502		0		1775		0		0		0		0
7649		7.0.0.2		1138.1		453.502		0		1776		0		0		0		0
7699		7.0.0.2		1138.1		453.502		0		1776		0		0		0		0
7749		7.0.0.2		1138.1		453.502		0		1776		0		0		0		0
7799		7.0.0.2		1138.1		453.502		0		1776		0		0		0		0
7849		7.0.0.2		1093.92		453.035		0		1802		0		0		0		0
7899		7.0.0.2		1094.53		453.33		0		1810		0		0		0		0
7949		7.0.0.2		1101.69		450.17		0		1828		0		0		0		0
7999		7.0.0.2		1101.69		450.17		0		1828		0		0		0		0
8049		7.0.0.2		1101.69		450.17		0		1828		0		0		0		0
8099		7.0.0.2		1088.33		447.921		0		1845		0		0		0		0
