enb 0 0 500620		7.0.0.2		8055.56		115.048		0		1666		0		0		0		0
630		7.0.0.2		7652.78		119.224		0		1805		0		0		0		0
640		7.0.0.2		6250		122.568		0		1944		0		0		0		0
650		7.0.0.2		6080.65		123.241		0		2083		0		0		0		0
660		7.0.0.2		6080.65		123.241		0		2222		0		0		0		0
670		7.0.0.2		6080.65		123.241		0		2361		0		0		0		0
680		7.0.0.2		6080.65		123.241		0		2500		0		0		0		0
690		7.0.0.2		6080.65		123.241		0		2638		0		0		0		0
700		7.0.0.2		6080.65		123.241		0		2777		0		0		0		0
710		7.0.0.2		6080.65		123.241		0		2916		0		0		0		0
720		7.0.0.2		6080.65		123.241		0		3055		0		0		0		0
730		7.0.0.2		1644.96		127.121		0		3194		0		0		0		0
740		7.0.0.2		1783.73		140.695		0		3333		0		0		0		0
750		7.0.0.2		1783.73		140.695		0		3472		0		0		0		0
760		7.0.0.2		1783.73		140.695		0		3611		0		0		0		0
770		7.0.0.2		1783.73		140.695		0		3750		0		0		0		0
780		7.0.0.2		1783.73		140.695		0		3888		0		0		0		0
790		7.0.0.2		1783.73		140.695		0		4027		0		0		0		0
800		7.0.0.2		1783.73		140.695		0		4166		0		0		0		0
810		7.0.0.2		1783.73		140.695		0		4305		0		0		0		0
820		7.0.0.2		1783.73		140.695		0		4444		0		0		0		0
830		7.0.0.2		1783.73		140.695		0		4583		0		0		0		0
840		7.0.0.2		1783.73		140.695		0		4722		0		0		0		0
850		7.0.0.2		1783.73		140.695		0		4861		0		0		0		0
860		7.0.0.2		1783.73		140.695		0		5000		0		0		0		0
870		7.0.0.2		1783.73		140.695		0		5138		0		0		0		0
880		7.0.0.2		1783.73		140.695		0		5277		0		0		0		0
890		7.0.0.2		1783.73		140.695		0		5416		0		0		0		0
900		7.0.0.2		890.351		169.305		0		5555		0		0		0		0
910		7.0.0.2		890.351		169.305		0		5694		0		0		0		0
920		7.0.0.2		890.351		169.305		0		5833		0		0		0		0
930		7.0.0.2		890.351		169.305		0		5972		0		0		0		0
940		7.0.0.2		890.351		169.305		0		6111		0		0		0		0
950		7.0.0.2		890.351		169.305		0		6250		0		0		0		0
960		7.0.0.2		890.351		169.305		0		6388		0		0		0		0
970		7.0.0.2		890.351		169.305		0		6527		0		0		0		0
980		7.0.0.2		768.342		200.376		0		6666		0		0		0		0
990		7.0.0.2		781.671		207.343		0		6805		0		0		0		0
1000		7.0.0.2		781.671		207.343		0		6944		0		0		0		0
1010		7.0.0.2		781.671		207.343		0		7083		0		0		0		0
1020		7.0.0.2		781.671		207.343		0		7222		0		0		0		0
1030		7.0.0.2		781.671		207.343		0		7361		0		0		0		0
1040		7.0.0.2		781.671		207.343		0		7500		0		0		0		0
1050		7.0.0.2		781.671		207.343		0		7638		0		0		0		0
1060		7.0.0.2		781.671		207.343		0		7777		0		0		0		0
1070		7.0.0.2		781.671		207.343		0		7916		0		0		0		0
1080		7.0.0.2		781.671		207.343		0		8055		0		0		0		0
1090		7.0.0.2		781.671		207.343		0		8194		0		0		0		0
1100		7.0.0.2		781.671		207.343		0		8333		0		0		0		0
1110		7.0.0.2		781.671		207.343		0		8472		0		0		0		0
1120		7.0.0.2		781.671		207.343		0		8611		0		0		0		0
1130		7.0.0.2		781.671		207.343		0		8750		0		0		0		0
1140		7.0.0.2		781.671		207.343		0		8889		0		0		0		0
1150		7.0.0.2		781.671		207.343		0		9027		0		0		0		0
1160		7.0.0.2		781.671		207.343		0		9166		0		0		0		0
1170		7.0.0.2		531.753		218.554		0		9305		0		0		0		0
1180		7.0.0.2		561.62		249.528		0		9444		0		0		0		0
1190		7.0.0.2		582.024		268.208		0		9583		0		0		0		0
1200		7.0.0.2		582.024		268.208		0		9722		0		0		0		0
1210		7.0.0.2		568.865		277.535		0		9861		0		0		0		0
1220		7.0.0.2		588.162		295.185		0		10000		0		0		0		0
1230		7.0.0.2		588.162		295.185		0		10139		0		0		0		0
1240		7.0.0.2		588.162		295.185		0		10277		0		0		0		0
1250		7.0.0.2		567.293		304.208		0		10416		0		0		0		0
1260		7.0.0.2		606.037		337.26		0		10555		0		0		0		0
1270		7.0.0.2		606.037		337.26		0		10694		0		0		0		0
1280		7.0.0.2		606.037		337.26		0		10833		0		0		0		0
1290		7.0.0.2		606.037		337.26		0		10972		0		0		0		0
1300		7.0.0.2		606.037		337.26		0		11111		0		0		0		0
1310		7.0.0.2		606.037		337.26		0		11250		0		0		0		0
1320		7.0.0.2		606.037		337.26		0		11389		0		0		0		0
1330		7.0.0.2		606.037		337.26		0		11527		0		0		0		0
1340		7.0.0.2		606.037		337.26		0		11666		0		0		0		0
1350		7.0.0.2		606.037		337.26		0		11805		0		0		0		0
1360		7.0.0.2		606.037		337.26		0		11944		0		0		0		0
1370		7.0.0.2		525.362		346.873		01370 RLC_buffer_discarded. TxBufferSize = 2096906
1380		7.0.0.2		584.525		406.111		0		12222		0		0		0		0
1390		7.0.0.2		642.169		454.221		0		12361		0		0		0		0
1400		7.0.0.2		690.038		489.074		0		12500		0		0		0		0
1410		7.0.0.2		703.972		499.668		0		12639		0		0		0		0
1420		7.0.0.2		703.972		499.668		0		12777		0		0		0		0
1430		7.0.0.2		703.972		499.668		0		12916		0		0		0		0
1440		7.0.0.2		703.972		499.668		0		13055		0		0		0		0
1450		7.0.0.2		703.972		499.668		0		13194		0		0		0		0
1460		7.0.0.2		703.972		499.668		0		13333		0		0		0		0
1470		7.0.0.2		703.972		499.668		0		13472		0		0		0		0
