enb 0 0 500630		7.0.0.2		269.606		45.9326		0		3		0		0		0		0	44.5652
640		7.0.0.2		269.606		45.9326		0		5		0		0		0		0	105.41
650		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
660		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
670		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
680		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
690		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
700		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
710		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
720		7.0.0.2		246.741		38.184		0		5		0		0		0		0	105.41
730		7.0.0.2		117.7		49.7348		0		5		0		0		0		0	105.41
740		7.0.0.2		117.7		49.7348		0		8		0		0		0		0	117.553
750		7.0.0.2		133.028		43.9354		0		8		0		0		0		0	117.553
760		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
770		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
780		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
790		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
800		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
810		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
820		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
830		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
840		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
850		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
860		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
870		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
880		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
890		7.0.0.2		191.829		37.4361		0		11		0		0		0		0	160.019
900		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
910		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
920		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
930		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
940		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
950		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
960		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
970		7.0.0.2		145.314		64.0275		0		17		0		0		0		0	171.168
980		7.0.0.2		184.117		69.1136		0		20		0		0		0		0	170.764
990		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1000		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1010		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1020		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1030		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1040		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1050		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1060		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1070		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1080		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1090		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1100		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1110		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1120		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1130		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1140		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1150		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1160		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1170		7.0.0.2		184.117		69.1136		0		26		0		0		0		0	223.969
1180		7.0.0.2		166.883		102.198		0		29		0		0		0		0	180.125
1190		7.0.0.2		188.91		113.245		0		38		0		0		0		0	236.374
1200		7.0.0.2		188.91		113.245		0		38		0		0		0		0	236.374
1210		7.0.0.2		188.539		110.234		0		38		0		0		0		0	236.374
1220		7.0.0.2		209.295		102.671		0		44		0		0		0		0	263.734
1230		7.0.0.2		209.295		102.671		0		44		0		0		0		0	263.734
1240		7.0.0.2		209.295		102.671		0		44		0		0		0		0	263.734
1250		7.0.0.2		204.88		101.583		0		44		0		0		0		0	263.734
1260		7.0.0.2		257.508		94.1172		0		53		0		0		0		0	303.195
1270		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1280		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1290		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1300		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1320		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1330		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1340		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1350		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1360		7.0.0.2		257.508		94.1172		0		59		0		0		0		0	336.551
1370		7.0.0.2		225.82		95.6377		0		59		0		0		0		0	336.551
1380		7.0.0.2		281.328		103.438		0		68		0		0		0		0	338.21
1390		7.0.0.2		342.059		103.135		0		86		0		0		0		0	425.9
1400		7.0.0.2		393.825		90.8395		0		98		0		0		0		0	481.229
1410		7.0.0.2		413.469		86.9914		0		110		0		0		0		0	536.522
1420		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1430		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1440		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1450		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1460		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1470		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1480		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1490		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1500		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1510		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1520		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1530		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1540		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1550		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1560		7.0.0.2		413.469		86.9914		0		113		0		0		0		0	548.985
1570		7.0.0.2		352.209		89.5096		0		113		0		0		0		0	548.985
1580		7.0.0.2		469.192		112.852		0		131		0		0		0		0	538.079
1590		7.0.0.2		551.645		110.522		0		173		0		0		0		0	707.185
1600		7.0.0.2		700.615		89.364		0		209		0		0		0		0	847.386
1610		7.0.0.2		846.605		75.8625		0		260		0		0		0		0	1046.51
1620		7.0.0.2		967.433		67.8595		0		308		0		0		0		0	1230.02
1630		7.0.0.2		1037.37		64.2623		0		344		0		0		0		0	1362.5
1640		7.0.0.2		1049.87		63.6303		0		362		0		0		0		0	1421.6
1650		7.0.0.2		1049.87		63.6303		0		362		0		0		0		0	1421.6
1660		7.0.0.2		1049.87		63.6303		0		362		0		0		0		0	1421.6
1670		7.0.0.2		1049.87		63.6303		0		362		0		0		0		0	1421.6
1680		7.0.0.2		1049.87		63.6303		0		362		0		0		0		0	1421.6
1690		7.0.0.2		1000.57		63.7101		0		362		0		0		0		0	1421.6
1700		7.0.0.2		1032.68		64.6477		0		369		0		0		0		0	1376.77
1710		7.0.0.2		1064.2		65.8229		0		379		0		0		0		0	1402.58
1720		7.0.0.2		1119.47		67.9484		0		391		0		0		0		0	1435.35
1730		7.0.0.2		1165.73		69.9377		0		407		0		0		0		0	1482.22
1740		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1750		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1760		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1770		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1780		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1790		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1800		7.0.0.2		1174.63		70.3885		0		417		0		0		0		0	1508.99
1810		7.0.0.2		1110.5		71.6122		0		417		0		0		0		0	1508.99
1820		7.0.0.2		1175.71		79.3467		0		431		0		0		0		0	1462.97
1830		7.0.0.2		1210.34		83.7531		0		447		0		0		0		0	1506.11
1840		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1850		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1860		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1870		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1880		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1890		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1900		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1910		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1920		7.0.0.2		1212.04		84.1223		0		453		0		0		0		0	1518.42
1930		7.0.0.2		1125.47		84.7844		0		453		0		0		0		0	1518.42
1940		7.0.0.2		1157.61		92.5485		0		459		0		0		0		0	1428.56
1950		7.0.0.2		1202.69		102.263		0		473		0		0		0		0	1463.16
1960		7.0.0.2		1247.12		109.063		0		489		0		0		0		0	1501.46
1970		7.0.0.2		1285.22		114.151		0		505		0		0		0		0	1540.22
1980		7.0.0.2		1307.75		117.613		0		517		0		0		0		0	1566.3
1990		7.0.0.2		1325.32		120.328		0		527		0		0		0		0	1585.99
2010		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2020		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2030		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2040		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2050		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2060		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2069		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2079		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2089		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2099		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2109		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2119		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2129		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2139		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2149		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2159		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2169		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2179		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2189		7.0.0.2		1325.32		120.328		0		529		0		0		0		0	1588.83
2199		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2209		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2219		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2229		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2239		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2249		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2259		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2269		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2279		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2289		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2299		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2309		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2319		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2329		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2339		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2349		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
2359		7.0.0.2		1325.32		120.328		0		530		0		0		0		0	1402.97
