0	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.1	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.2	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.3	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.4	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.5	10.1.3.1	0	0	0	0	x	x	x	x	0	0	0
0.6	10.1.3.1	99.8857	68.2354	0	1388	x	x	x	x	17176.1	68.2354	0
0.7	10.1.3.1	997.849	119.811	0	2777	x	x	x	x	103113	149.283	0
0.8	10.1.3.1	997.849	167.703	0	4166	x	x	x	x	103113	248.751	0
0.9	10.1.3.1	997.849	219.279	0	5555	x	x	x	x	103113	348.219	0
1	10.1.3.1	997.849	267.171	0	6944	x	x	x	x	103113	447.687	0
1.1	10.1.3.1	997.849	315.063	0	8333	x	x	x	x	103113	543.472	0
1.2	10.1.3.1	997.849	366.639	0	9722	x	x	x	x	103113	642.94	0
1.3	10.1.3.1	997.849	414.531	0	11111	x	x	x	x	103113	742.408	0
1.4	10.1.3.1	997.849	463.26	0	12500	x	x	x	x	103113	818.286	0
1.5	10.1.3.1	997.849	499.574	0	13889	x	x	x	x	103113	823.603	0
1.6	10.1.3.1	997.849	531.297	0	15277	x	x	x	x	103113	823.601	0
1.7	10.1.3.1	997.849	555.656	0	16666	x	x	x	x	103113	823.606	0
1.8	10.1.3.1	997.849	577.722	0	18055	x	x	x	x	103113	823.604	0
1.9	10.1.3.1	997.849	595.19	0	19444	x	x	x	x	103113	823.609	0
2	10.1.3.1	997.849	610.34	0	20833	x	x	x	x	103113	823.606	0
2.1	10.1.3.1	997.849	624.558	0	22222	x	x	x	x	103113	823.611	0
2.2	10.1.3.1	997.849	636.162	0	23611	x	x	x	x	103113	823.609	0
2.3	10.1.3.1	997.849	647.235	0	25000	x	x	x	x	103113	823.614	0
2.4	10.1.3.1	997.849	656.406	0	26389	x	x	x	x	103113	823.612	0
2.5	10.1.3.1	997.849	665.274	0	27778	x	x	x	x	103113	823.617	0
2.6	10.1.3.1	997.849	672.705	0	29167	x	x	x	x	103113	823.615	0
2.7	10.1.3.1	997.849	679.47	0	30555	x	x	x	x	103113	823.618	0
2.8	10.1.3.1	997.849	686.108	0	31944	x	x	x	x	103113	823.619	0
2.9	10.1.3.1	997.849	691.748	0	33333	x	x	x	x	103113	823.621	0
3	10.1.3.1	997.849	697.325	0	34722	x	x	x	x	103113	823.622	0
3.1	10.1.3.1	997.849	702.098	0	36111	x	x	x	x	103113	823.612	0
3.2	10.1.3.1	997.849	706.849	0	37500	x	x	x	x	103113	823.599	0
3.3	10.1.3.1	997.849	710.94	0	38889	x	x	x	x	103113	823.604	0
3.4	10.1.3.1	997.849	715.037	0	40278	x	x	x	x	103113	823.602	0
3.5	10.1.3.1	997.849	718.583	0	41667	x	x	x	x	103113	823.607	0
3.6	10.1.3.1	997.849	721.905	0	43056	x	x	x	x	103113	823.604	0
3.7	10.1.3.1	997.849	725.256	0	44445	x	x	x	x	103113	823.609	0
